Question,Answer
"Where can I see the ""Advanced Research Note-Taking With Obsidian""?","The event is at Sorrells Library Den, Wean Hall Fourth Floor."
"Is there a specific location to enter for the ""Advanced Research Note-Taking With Obsidian""?","Yes, it is held at Sorrells Library Den, Wean Hall Fourth Floor."
"When is the ""Advanced Research Note-Taking With Obsidian""?","The event will be open on October 30, 2024 at 1 - 3 p.m.."
"Can you give me some information about ""Advanced Research Note-Taking With Obsidian""?","This workshop will introduce Obsidian, a markdown-based note-taking app that helps you organize your personal knowledge base."
"Where can I see the ""Gender in Process""?",The event is at Morewood Gardens Group Room.
"Is there a specific location to enter for the ""Gender in Process""?","Yes, it is held at Morewood Gardens Group Room."
"When is the ""Gender in Process""?","The event will be open on October 30, 2024 at 3:30 - 5 p.m. Weekly (to Dec 11)."
"Can you give me some information about ""Gender in Process""?","This is a supportive space for healing from internalized cissexism and transphobia, together."
"Where can I see the ""Master’s Student Support Group""?","The event is at Highmark Center for Health, Wellness and Athletics...."
"Is there a specific location to enter for the ""Master’s Student Support Group""?","Yes, it is held at Highmark Center for Health, Wellness and Athletics...."
"When is the ""Master’s Student Support Group""?","The event will be open on October 30, 2024 at 4 - 5 p.m. Weekly (to Dec 13)."
"Can you give me some information about ""Master’s Student Support Group""?",The Master’s Student Support Group provides an opportunity for students to come together and discuss the unique experiences and challenges of being a Master’s student.
"Where can I see the ""CMU Pantry Hours""?",The event is at CMU Pantry.
"Is there a specific location to enter for the ""CMU Pantry Hours""?","Yes, it is held at CMU Pantry."
"When is the ""CMU Pantry Hours""?","The event will be open on October 30, 2024 at 4:30 - 7:30 p.m. Weekly (to Dec 20)."
"Can you give me some information about ""CMU Pantry Hours""?",The CMU Pantry is a free resource that combats food insecurity by providing food assistance to CMU students and their dependents.
"Where can I see the ""Being Both: (Re)claiming Queer Spirituality Across Traditions""?","The event is at Peter, Wright & McKenna Rooms, Cohon Universit...."
"Is there a specific location to enter for the ""Being Both: (Re)claiming Queer Spirituality Across Traditions""?","Yes, it is held at Peter, Wright & McKenna Rooms, Cohon Universit...."
"When is the ""Being Both: (Re)claiming Queer Spirituality Across Traditions""?","The event will be open on October 30, 2024 at 5 - 6:30 p.m.."
"Can you give me some information about ""Being Both: (Re)claiming Queer Spirituality Across Traditions""?","Listen to speakers across several spiritual traditions who will reflect on LGBTQIA2S+ representation, histories and/or reconciliations in and with their beliefs."
"Where can I see the ""Voter Registration Assistance""?","The event is at Nexus of Civic Engagement, Cohon University Center...."
"Is there a specific location to enter for the ""Voter Registration Assistance""?","Yes, it is held at Nexus of Civic Engagement, Cohon University Center...."
"When is the ""Voter Registration Assistance""?","The event will be open on October 30, 2024 at 6 - 9 p.m. Weekly (to Dec 5)."
"Can you give me some information about ""Voter Registration Assistance""?","A member of the CMU Votes team will be available to help you register to vote, check your voter registration status, and/or find your polling place for the upcoming election."
"Where can I see the ""Paws to Relax: Weekly Pet Therapy Program""?","The event is at Well-being Lab (Room 104), Wellness & Meaning-...."
"Is there a specific location to enter for the ""Paws to Relax: Weekly Pet Therapy Program""?","Yes, it is held at Well-being Lab (Room 104), Wellness & Meaning-...."
"When is the ""Paws to Relax: Weekly Pet Therapy Program""?","The event will be open on October 30, 2024 at 7 - 8 p.m. Weekly (to Dec 12)."
"Can you give me some information about ""Paws to Relax: Weekly Pet Therapy Program""?",Volunteers through Animal Friend’s Therapet program join us weekly on Wednesdays from 7-8 p.m. to offer some friendly dog companions for the hour.
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"Where can I see the ""Junior Communications Studio Exhibit""?","The event is at Cohon University Center, Main Hallway."
"Is there a specific location to enter for the ""Junior Communications Studio Exhibit""?","Yes, it is held at Cohon University Center, Main Hallway."
"When is the ""Junior Communications Studio Exhibit""?","The event will be open on Oct. 10 - Nov. 6, 2024 all day."
"Can you give me some information about ""Junior Communications Studio Exhibit""?","Get inspired to vote by attending “Your Vote, Your Future,” an exhibition created by the School of Design’s third-year communication design students that emphasizes the power of voting and civic engagement."
"Where can I see the ""Like, Totally Transformative: CMU in the 1980s""?",The event is at Hunt Library Gallery.
"Is there a specific location to enter for the ""Like, Totally Transformative: CMU in the 1980s""?","Yes, it is held at Hunt Library Gallery."
"When is the ""Like, Totally Transformative: CMU in the 1980s""?","The event will be open on Aug. 30 - Nov. 27, 2024 all day."
"Can you give me some information about ""Like, Totally Transformative: CMU in the 1980s""?","This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!"
"When is the ""National Disability Employment Awareness Month""?","The event will be open on October 1 - 31, 2024 all day."
"Can you give me some information about ""National Disability Employment Awareness Month""?","Carnegie Mellon University intentionally fosters a community where all voices and views are heard and respected, which includes religious backgrounds and spiritual beliefs."
"When is the ""National Disability Employment Awareness Month""?","The event will be open on October 1 - 31, 2024 at Midnight."
"Can you give me some information about ""National Disability Employment Awareness Month""?","Carnegie Mellon University intentionally fosters a community where all voices and views are heard and respected, which includes religious backgrounds and spiritual beliefs."
"Where can I see the ""17th International Exhibition of Botanical Art & Illustration""?","The event is at Hunt Institute for Botanical Documentation, 5th Fl...."
"Is there a specific location to enter for the ""17th International Exhibition of Botanical Art & Illustration""?","Yes, it is held at Hunt Institute for Botanical Documentation, 5th Fl...."
"When is the ""17th International Exhibition of Botanical Art & Illustration""?","The event will be open on October 31, 2024 at 9 a.m. - 5 p.m. M-F (to Dec 17)."
"Can you give me some information about ""17th International Exhibition of Botanical Art & Illustration""?",This Hunt Institute for Botanical Documentation exhibition includes 43 artworks by 43 artists representing 19 countries.
